epoch,train_loss,train_accuracy,train_f1_diseased,val_loss,val_accuracy,val_precision_diseased,val_recall_diseased,val_f1_diseased
1,0.0890594630380124,0.9718953343486086,0.9831939730110109,0.018379862710795992,0.9946705426356589,0.9988472622478386,0.994833524684271,0.996836353178027
2,0.035892844586002795,0.9891319396372699,0.9935372329477627,0.05164678075029203,0.9796511627906976,0.999412455934195,0.9764638346727899,0.9878048780487805
3,0.02353413324362654,0.9930776685587706,0.9958884960118412,0.012632768269790397,0.9951550387596899,1.0,0.9942594718714122,0.9971214738054116
4,0.021756282518799828,0.9935622317596566,0.9961774014550536,0.04088132174702852,0.9869186046511628,0.9982568274259151,0.9862227324913893,0.9922032919434016
5,0.01659410275998034,0.9946698047902534,0.996836093191437,0.007605932365917095,0.998062015503876,0.9988518943742825,0.9988518943742825,0.9988518943742825
6,0.012534690781956615,0.996469610964973,0.9979058021598982,0.006409401914843194,0.997577519379845,1.0,0.9971297359357061,0.9985628054038517
7,0.015238440474912077,0.9960542710784992,0.9976590414390735,0.012646614262061779,0.998546511627907,0.9982808022922636,1.0,0.9991396616002294
8,0.006737037780827653,0.9978540772532188,0.998727578705414,0.003626629993565761,0.999031007751938,0.9994259471871412,0.9994259471871412,0.9994259471871412
