epoch,train_loss,train_accuracy,train_f1_diseased,val_loss,val_accuracy,val_precision_diseased,val_recall_diseased,val_f1_diseased
1,0.420183476571741,0.8850200747611796,0.9312869730691267,0.21414114204199278,0.934593023255814,0.9712609970674487,0.9506314580941446,0.9608355091383812
2,0.26064975508961274,0.9271770732382667,0.9560898238584189,0.1698848097332457,0.9413759689922481,0.9867867867867868,0.9431687715269805,0.9644848840622249
3,0.21958957395691564,0.9346531911947944,0.9606174384647476,0.1720178848197467,0.9413759689922481,0.9933049300060864,0.9368541905855339,0.9642540620384047
4,0.19779871386583783,0.9401910563477779,0.96397898774285,0.12688049176787278,0.9597868217054264,0.9911190053285968,0.9609644087256027,0.9758088020985135
5,0.18276746786906994,0.9444829018413402,0.9665749770776028,0.16399674099516268,0.9413759689922481,0.9951130116065975,0.9351320321469575,0.9641905889316366
